IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO ID,# WMO ID,# MSC ID,DST Time,STD Time,Data Provider,Data Provider French,Data Attribution Notice,Data Attribution Notice French
ACA18140,Shell Lake TL,Shell Lake TL,NT,AUTO,68.3264,-133.636,39,,,NWT_ENR_ACA18140,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA19236,St. Charles Creek TL,St. Charles Creek TL,NT,AUTO,64.78311111,-124.2201528,341,,,NWT_ENR_ACA19236,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA1A7AC,Francois Lake TL,Francois Lake TL,NT,AUTO,62.485944,-112.399805,297,,,NWT_ENR_ACA1A7AC,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA2005A,Norman Wells Auto,Norman Wells Auto,NT,AUTO,65.2798,-126.812,65,,,NWT_ENR_ACA2005A,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA2132C,Cameron Hills TL,Cameron Hills TL,NT,AUTO,60.30075,-117.0613056,854,,,NWT_ENR_ACA2132C,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3244C,Fort Providence TL,Fort Providence TL,NT,AUTO,61.35140278,-117.6437694,145,,,NWT_ENR_ACA3244C,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3373A,Fort Simpson HQ Auto,Fort Simpson HQ Auto,NT,AUTO,61.83083,-121.31639,155,,,NWT_ENR_ACA3373A,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA341AA,Yellowknife Auto,Yellowknife Auto,NT,AUTO,62.47558333,-114.4640333,182,,,NWT_ENR_ACA341AA,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA37430,Whati Auto,Whati Auto,NT,AUTO,63.1339,-117.2468,254,,,NWT_ENR_ACA37430,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA384B4,Long Island TL,Long Island TL,NT,AUTO,60.7212,-112.998,169,,,NWT_ENR_ACA384B4,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA397C2,Faber Lake TL,Faber Lake TL,NT,AUTO,63.95560074,-116.9779968,157,,,NWT_ENR_ACA397C2,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3A258,Fort Smith TL,Fort Smith TL,NT,AUTO,60.02527778,-111.9306111,206,,,NWT_ENR_ACA3A258,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3B12E,Hay River TL,Hay River TL,NT,AUTO,60.7846,-115.825,154,,,NWT_ENR_ACA3B12E,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3C7BE,Nahanni Butte - TL,Nahanni Butte - TL,NT,AUTO,61.0288,-123.384,186,,,NWT_ENR_ACA3C7BE,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA3E152,Hoarfrost FTS,Hoarfrost FTS,NT,AUTO,62.86322222,-109.2633889,167,,,NWT_ENR_ACA3E152,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Water Resources Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division des ressources en eau,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Water Resources Division (GNWT-ENR-WRD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division des ressources en eau (GTNO-MERN-DRE). Tous droits réservés.
ACA3F224,Kimble Tower TL,Kimble Tower TL,NT,AUTO,61.05917222,-117.5260167,246,,,NWT_ENR_ACA3F224,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
ACA40094,Daring Lake FTS,Daring Lake FTS,NT,AUTO,64.86825,-111.5798889,434,,,NWT_ENR_ACA40094,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Water Resources Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division des ressources en eau,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Water Resources Division (GNWT-ENR-WRD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division des ressources en eau (GTNO-MERN-DRE). Tous droits réservés.
ACA413E2,Trout Lake Tower Auto,Trout Lake Tower Auto,NT,AUTO,60.45722222,-121.3994444,623,,,NWT_ENR_ACA413E2,MDT,MST,Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division,Gouvernement des Territoires du Nord-Ouest:  Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts,Data provided by the Government of Northwest Territories: Department of Environment and Natural Resources; Forest Management Division (GNWT-ENR-FMD). All rights reserved.,Données d’observation fournies par le Gouvernement des Territoires du Nord-Ouest: Ministère de l’Environnement et des Ressources naturelles; Division de l'aménagement des forêts (GTNO-MERN-DAF). Tous droits réservés.
